"species"	"site"	"season"	"count"
"3"	"198"	"2"	"1"
"1"	"199"	"2"	"1"
"2"	"199"	"2"	"0"
"3"	"199"	"2"	"1"
"1"	"200"	"2"	"1"
"2"	"200"	"2"	"0"
"3"	"200"	"2"	"1"
"1"	"201"	"2"	"1"
"2"	"201"	"2"	"0"
"3"	"201"	"2"	"1"
"1"	"202"	"2"	"0"
"2"	"202"	"2"	"0"
"3"	"202"	"2"	"0"
"1"	"203"	"2"	"1"
"2"	"203"	"2"	"0"
"3"	"203"	"2"	"1"
"1"	"204"	"2"	"1"
"2"	"204"	"2"	"0"
"3"	"204"	"2"	"1"
"1"	"205"	"2"	"0"
"2"	"205"	"2"	"1"
"3"	"205"	"2"	"0"
"1"	"206"	"2"	"1"
"2"	"206"	"2"	"0"
"3"	"206"	"2"	"1"
"1"	"207"	"2"	"1"
"2"	"207"	"2"	"0"
"3"	"207"	"2"	"1"
"1"	"208"	"2"	"1"
"2"	"208"	"2"	"0"
"3"	"208"	"2"	"1"
"1"	"209"	"2"	"NA"
"2"	"209"	"2"	"NA"
"3"	"209"	"2"	"NA"
"1"	"210"	"2"	"NA"
"2"	"210"	"2"	"NA"
"3"	"210"	"2"	"NA"
"1"	"211"	"2"	"0"
"2"	"211"	"2"	"0"
"3"	"211"	"2"	"0"
"1"	"212"	"2"	"1"
"2"	"212"	"2"	"0"
"3"	"212"	"2"	"1"
"1"	"213"	"2"	"1"
"2"	"213"	"2"	"0"
"3"	"213"	"2"	"1"
"1"	"214"	"2"	"0"
"2"	"214"	"2"	"0"
"3"	"214"	"2"	"0"
"1"	"215"	"2"	"0"
"2"	"215"	"2"	"0"
"3"	"215"	"2"	"0"
"1"	"216"	"2"	"1"
"2"	"216"	"2"	"0"
"3"	"216"	"2"	"1"
"1"	"217"	"2"	"0"
"2"	"217"	"2"	"0"
"3"	"217"	"2"	"0"
"1"	"218"	"2"	"0"
"2"	"218"	"2"	"0"
"3"	"218"	"2"	"0"
"1"	"219"	"2"	"1"
"2"	"219"	"2"	"0"
"3"	"219"	"2"	"1"
"1"	"220"	"2"	"1"
"2"	"220"	"2"	"1"
"3"	"220"	"2"	"1"
"1"	"221"	"2"	"1"
"2"	"221"	"2"	"0"
"3"	"221"	"2"	"1"
"1"	"222"	"2"	"0"
"2"	"222"	"2"	"0"
"3"	"222"	"2"	"0"
"1"	"223"	"2"	"0"
"2"	"223"	"2"	"0"
"3"	"223"	"2"	"0"
"1"	"224"	"2"	"0"
"2"	"224"	"2"	"0"
"3"	"224"	"2"	"0"
"1"	"225"	"2"	"1"
"2"	"225"	"2"	"0"
"3"	"225"	"2"	"1"
"1"	"226"	"2"	"NA"
"2"	"226"	"2"	"NA"
"3"	"226"	"2"	"NA"
"1"	"227"	"2"	"0"
"2"	"227"	"2"	"0"
"3"	"227"	"2"	"0"
"1"	"228"	"2"	"1"
"2"	"228"	"2"	"0"
"3"	"228"	"2"	"1"
"1"	"229"	"2"	"0"
"2"	"229"	"2"	"0"
"3"	"229"	"2"	"0"
"1"	"230"	"2"	"1"
"2"	"230"	"2"	"0"
"3"	"230"	"2"	"1"
"1"	"231"	"2"	"0"
"2"	"231"	"2"	"0"
"3"	"231"	"2"	"0"
"1"	"232"	"2"	"0"
"2"	"232"	"2"	"0"
"3"	"232"	"2"	"0"
"1"	"233"	"2"	"1"
"2"	"233"	"2"	"0"
"3"	"233"	"2"	"1"
"1"	"234"	"2"	"1"
"2"	"234"	"2"	"0"
"3"	"234"	"2"	"1"
"1"	"235"	"2"	"1"
"2"	"235"	"2"	"0"
"3"	"235"	"2"	"1"
"1"	"236"	"2"	"0"
"2"	"236"	"2"	"0"
"3"	"236"	"2"	"0"
"1"	"237"	"2"	"1"
"2"	"237"	"2"	"0"
"3"	"237"	"2"	"1"
"1"	"238"	"2"	"0"
"2"	"238"	"2"	"0"
"3"	"238"	"2"	"0"
"1"	"239"	"2"	"0"
"2"	"239"	"2"	"0"
"3"	"239"	"2"	"0"
"1"	"240"	"2"	"0"
"2"	"240"	"2"	"0"
"3"	"240"	"2"	"0"
"1"	"241"	"2"	"1"
"2"	"241"	"2"	"0"
"3"	"241"	"2"	"1"
"1"	"242"	"2"	"1"
"2"	"242"	"2"	"0"
"3"	"242"	"2"	"1"
"1"	"243"	"2"	"0"
"2"	"243"	"2"	"0"
"3"	"243"	"2"	"0"
"1"	"244"	"2"	"NA"
"2"	"244"	"2"	"NA"
"3"	"244"	"2"	"NA"
"1"	"245"	"2"	"1"
"2"	"245"	"2"	"0"
"3"	"245"	"2"	"1"
"1"	"246"	"2"	"0"
"2"	"246"	"2"	"0"
"3"	"246"	"2"	"0"
"1"	"247"	"2"	"0"
"2"	"247"	"2"	"0"
"3"	"247"	"2"	"0"
"1"	"248"	"2"	"1"
"2"	"248"	"2"	"0"
"3"	"248"	"2"	"1"
"1"	"249"	"2"	"0"
"2"	"249"	"2"	"0"
"3"	"249"	"2"	"0"
"1"	"250"	"2"	"1"
"2"	"250"	"2"	"0"
"3"	"250"	"2"	"1"
"1"	"251"	"2"	"0"
"2"	"251"	"2"	"0"
"3"	"251"	"2"	"0"
"1"	"252"	"2"	"1"
"2"	"252"	"2"	"0"
"3"	"252"	"2"	"1"
"1"	"253"	"2"	"1"
"2"	"253"	"2"	"0"
"3"	"253"	"2"	"1"
"1"	"254"	"2"	"1"
"2"	"254"	"2"	"0"
"3"	"254"	"2"	"1"
"1"	"255"	"2"	"0"
"2"	"255"	"2"	"0"
"3"	"255"	"2"	"0"
"1"	"256"	"2"	"0"
"2"	"256"	"2"	"0"
"3"	"256"	"2"	"0"
"1"	"257"	"2"	"0"
"2"	"257"	"2"	"0"
"3"	"257"	"2"	"0"
"1"	"258"	"2"	"0"
"2"	"258"	"2"	"0"
"3"	"258"	"2"	"0"
"1"	"259"	"2"	"1"
"2"	"259"	"2"	"0"
"3"	"259"	"2"	"1"
"1"	"260"	"2"	"1"
"2"	"260"	"2"	"0"
"3"	"260"	"2"	"1"
"1"	"261"	"2"	"1"
"2"	"261"	"2"	"0"
"3"	"261"	"2"	"1"
"1"	"262"	"2"	"0"
"2"	"262"	"2"	"0"
"3"	"262"	"2"	"0"
"1"	"263"	"2"	"0"
"2"	"263"	"2"	"0"
"3"	"263"	"2"	"0"
"1"	"264"	"2"	"0"
"2"	"264"	"2"	"0"
"3"	"264"	"2"	"0"
"1"	"265"	"2"	"1"
"2"	"265"	"2"	"0"
"3"	"265"	"2"	"1"
"1"	"266"	"2"	"0"
"2"	"266"	"2"	"0"
"3"	"266"	"2"	"0"
"1"	"267"	"2"	"NA"
"2"	"267"	"2"	"NA"
"3"	"267"	"2"	"NA"
"1"	"268"	"2"	"1"
"2"	"268"	"2"	"0"
"3"	"268"	"2"	"1"
"1"	"269"	"2"	"NA"
"2"	"269"	"2"	"NA"
"3"	"269"	"2"	"NA"
"1"	"270"	"2"	"1"
"2"	"270"	"2"	"0"
"3"	"270"	"2"	"1"
"1"	"271"	"2"	"1"
"2"	"271"	"2"	"0"
"3"	"271"	"2"	"1"
"1"	"272"	"2"	"1"
"2"	"272"	"2"	"0"
"3"	"272"	"2"	"1"
"1"	"273"	"2"	"0"
"2"	"273"	"2"	"0"
"3"	"273"	"2"	"0"
"1"	"274"	"2"	"0"
"2"	"274"	"2"	"0"
"3"	"274"	"2"	"0"
"1"	"275"	"2"	"1"
"2"	"275"	"2"	"1"
"3"	"275"	"2"	"1"
"1"	"276"	"2"	"1"
"2"	"276"	"2"	"1"
"3"	"276"	"2"	"1"
"1"	"277"	"2"	"0"
"2"	"277"	"2"	"0"
"3"	"277"	"2"	"0"
"1"	"278"	"2"	"0"
"2"	"278"	"2"	"0"
"3"	"278"	"2"	"0"
"1"	"279"	"2"	"1"
"2"	"279"	"2"	"0"
"3"	"279"	"2"	"1"
"1"	"280"	"2"	"1"
"2"	"280"	"2"	"0"
"3"	"280"	"2"	"1"
"1"	"281"	"2"	"1"
"2"	"281"	"2"	"0"
"3"	"281"	"2"	"1"
"1"	"282"	"2"	"1"
"2"	"282"	"2"	"0"
"3"	"282"	"2"	"1"
"1"	"283"	"2"	"1"
"2"	"283"	"2"	"0"
"3"	"283"	"2"	"1"
"1"	"284"	"2"	"1"
"2"	"284"	"2"	"0"
"3"	"284"	"2"	"1"
"1"	"285"	"2"	"NA"
"2"	"285"	"2"	"NA"
"3"	"285"	"2"	"NA"
"1"	"286"	"2"	"1"
"2"	"286"	"2"	"0"
"3"	"286"	"2"	"1"
"1"	"287"	"2"	"1"
"2"	"287"	"2"	"0"
"3"	"287"	"2"	"1"
"1"	"288"	"2"	"1"
"2"	"288"	"2"	"0"
"3"	"288"	"2"	"1"
"1"	"289"	"2"	"1"
"2"	"289"	"2"	"0"
"3"	"289"	"2"	"1"
"1"	"290"	"2"	"0"
"2"	"290"	"2"	"0"
"3"	"290"	"2"	"0"
"1"	"291"	"2"	"1"
"2"	"291"	"2"	"0"
"3"	"291"	"2"	"1"
"1"	"292"	"2"	"0"
"2"	"292"	"2"	"0"
"3"	"292"	"2"	"0"
"1"	"293"	"2"	"1"
"2"	"293"	"2"	"0"
"3"	"293"	"2"	"1"
"1"	"295"	"2"	"1"
"2"	"295"	"2"	"0"
"3"	"295"	"2"	"1"
"1"	"296"	"2"	"0"
"2"	"296"	"2"	"0"
"3"	"296"	"2"	"0"
"1"	"297"	"2"	"0"
"2"	"297"	"2"	"0"
"3"	"297"	"2"	"0"
"1"	"298"	"2"	"0"
"2"	"298"	"2"	"0"
"3"	"298"	"2"	"0"
"1"	"299"	"2"	"1"
"2"	"299"	"2"	"0"
"3"	"299"	"2"	"1"
"1"	"300"	"2"	"0"
"2"	"300"	"2"	"0"
"3"	"300"	"2"	"0"
"1"	"301"	"2"	"0"
"2"	"301"	"2"	"0"
"3"	"301"	"2"	"0"
"1"	"303"	"2"	"1"
"2"	"303"	"2"	"0"
"3"	"303"	"2"	"1"
"1"	"304"	"2"	"1"
"2"	"304"	"2"	"1"
"3"	"304"	"2"	"1"
"1"	"305"	"2"	"1"
"2"	"305"	"2"	"0"
"3"	"305"	"2"	"1"
"1"	"306"	"2"	"0"
"2"	"306"	"2"	"0"
"3"	"306"	"2"	"0"
"1"	"307"	"2"	"1"
"2"	"307"	"2"	"0"
"3"	"307"	"2"	"1"
"1"	"308"	"2"	"1"
"2"	"308"	"2"	"1"
"3"	"308"	"2"	"1"
"1"	"309"	"2"	"0"
"2"	"309"	"2"	"0"
"3"	"309"	"2"	"0"
"1"	"310"	"2"	"0"
"2"	"310"	"2"	"0"
"3"	"310"	"2"	"0"
"1"	"311"	"2"	"0"
"2"	"311"	"2"	"0"
"3"	"311"	"2"	"0"
"1"	"312"	"2"	"0"
"2"	"312"	"2"	"0"
"3"	"312"	"2"	"0"
"1"	"313"	"2"	"1"
"2"	"313"	"2"	"0"
"3"	"313"	"2"	"1"
"1"	"314"	"2"	"0"
"2"	"314"	"2"	"0"
"3"	"314"	"2"	"0"
"1"	"315"	"2"	"1"
"2"	"315"	"2"	"0"
"3"	"315"	"2"	"1"
"1"	"316"	"2"	"0"
"2"	"316"	"2"	"0"
"3"	"316"	"2"	"0"
"1"	"317"	"2"	"1"
"2"	"317"	"2"	"0"
"3"	"317"	"2"	"1"
"1"	"318"	"2"	"1"
"2"	"318"	"2"	"0"
"3"	"318"	"2"	"1"
"1"	"319"	"2"	"1"
"2"	"319"	"2"	"0"
"3"	"319"	"2"	"1"
"1"	"320"	"2"	"1"
"2"	"320"	"2"	"0"
"3"	"320"	"2"	"1"
"1"	"321"	"2"	"1"
"2"	"321"	"2"	"0"
"3"	"321"	"2"	"1"
"1"	"322"	"2"	"0"
"2"	"322"	"2"	"0"
"3"	"322"	"2"	"0"
"1"	"323"	"2"	"1"
"2"	"323"	"2"	"0"
"3"	"323"	"2"	"1"
"1"	"324"	"2"	"0"
"2"	"324"	"2"	"0"
"3"	"324"	"2"	"0"
"1"	"325"	"2"	"1"
"2"	"325"	"2"	"0"
"3"	"325"	"2"	"1"
"1"	"326"	"2"	"0"
"2"	"326"	"2"	"0"
"3"	"326"	"2"	"0"
"1"	"327"	"2"	"1"
"2"	"327"	"2"	"0"
"3"	"327"	"2"	"1"
"1"	"328"	"2"	"1"
"2"	"328"	"2"	"0"
"3"	"328"	"2"	"1"
"1"	"329"	"2"	"0"
"2"	"329"	"2"	"0"
"3"	"329"	"2"	"0"
"1"	"330"	"2"	"0"
"2"	"330"	"2"	"0"
"3"	"330"	"2"	"0"
"1"	"331"	"2"	"0"
"2"	"331"	"2"	"0"
"3"	"331"	"2"	"0"
"1"	"332"	"2"	"0"
"2"	"332"	"2"	"0"
"3"	"332"	"2"	"0"
"1"	"333"	"2"	"0"
"2"	"333"	"2"	"0"
"3"	"333"	"2"	"0"
"1"	"334"	"2"	"0"
"2"	"334"	"2"	"0"
"3"	"334"	"2"	"0"
"1"	"335"	"2"	"0"
"2"	"335"	"2"	"0"
"3"	"335"	"2"	"0"
"1"	"336"	"2"	"0"
"2"	"336"	"2"	"0"
"3"	"336"	"2"	"0"
"1"	"337"	"2"	"0"
"2"	"337"	"2"	"0"
"3"	"337"	"2"	"0"
"1"	"338"	"2"	"1"
"2"	"338"	"2"	"0"
"3"	"338"	"2"	"1"
"1"	"340"	"2"	"0"
"2"	"340"	"2"	"0"
"3"	"340"	"2"	"0"
"1"	"341"	"2"	"1"
"2"	"341"	"2"	"0"
"3"	"341"	"2"	"1"
"1"	"342"	"2"	"1"
"2"	"342"	"2"	"0"
"3"	"342"	"2"	"1"
"1"	"343"	"2"	"0"
"2"	"343"	"2"	"0"
"3"	"343"	"2"	"0"
"1"	"344"	"2"	"NA"
"2"	"344"	"2"	"NA"
"3"	"344"	"2"	"NA"
"1"	"345"	"2"	"1"
"2"	"345"	"2"	"0"
"3"	"345"	"2"	"1"
"1"	"346"	"2"	"0"
"2"	"346"	"2"	"0"
"3"	"346"	"2"	"0"
"1"	"347"	"2"	"1"
"2"	"347"	"2"	"0"
"3"	"347"	"2"	"1"
"1"	"348"	"2"	"1"
"2"	"348"	"2"	"0"
"3"	"348"	"2"	"1"
"1"	"349"	"2"	"0"
"2"	"349"	"2"	"0"
"3"	"349"	"2"	"0"
"1"	"350"	"2"	"1"
"2"	"350"	"2"	"0"
"3"	"350"	"2"	"1"
"1"	"351"	"2"	"0"
"2"	"351"	"2"	"0"
"3"	"351"	"2"	"0"
"1"	"352"	"2"	"0"
"2"	"352"	"2"	"0"
"3"	"352"	"2"	"0"
"1"	"353"	"2"	"1"
"2"	"353"	"2"	"0"
"3"	"353"	"2"	"1"
"1"	"354"	"2"	"0"
"2"	"354"	"2"	"0"
"3"	"354"	"2"	"0"
"1"	"355"	"2"	"0"
"2"	"355"	"2"	"0"
"3"	"355"	"2"	"0"
"1"	"356"	"2"	"0"
"2"	"356"	"2"	"0"
"3"	"356"	"2"	"0"
"1"	"357"	"2"	"0"
"2"	"357"	"2"	"0"
"3"	"357"	"2"	"0"
"1"	"358"	"2"	"1"
"2"	"358"	"2"	"0"
"3"	"358"	"2"	"1"
"1"	"359"	"2"	"1"
"2"	"359"	"2"	"0"
"3"	"359"	"2"	"1"
"1"	"360"	"2"	"1"
"2"	"360"	"2"	"0"
"3"	"360"	"2"	"1"
"1"	"361"	"2"	"0"
"2"	"361"	"2"	"0"
"3"	"361"	"2"	"0"
"1"	"362"	"2"	"1"
"2"	"362"	"2"	"0"
"3"	"362"	"2"	"1"
"1"	"363"	"2"	"1"
"2"	"363"	"2"	"0"
"3"	"363"	"2"	"1"
"1"	"364"	"2"	"1"
"2"	"364"	"2"	"0"
"3"	"364"	"2"	"1"
"1"	"365"	"2"	"0"
"2"	"365"	"2"	"0"
"3"	"365"	"2"	"0"
"1"	"366"	"2"	"1"
"2"	"366"	"2"	"0"
"3"	"366"	"2"	"1"
"1"	"367"	"2"	"1"
"2"	"367"	"2"	"0"
"3"	"367"	"2"	"1"
"1"	"368"	"2"	"1"
"2"	"368"	"2"	"0"
"3"	"368"	"2"	"1"
"1"	"369"	"2"	"0"
"2"	"369"	"2"	"0"
"3"	"369"	"2"	"0"
"1"	"370"	"2"	"0"
"2"	"370"	"2"	"0"
"3"	"370"	"2"	"0"
"1"	"371"	"2"	"1"
"2"	"371"	"2"	"1"
"3"	"371"	"2"	"1"
"1"	"372"	"2"	"1"
"2"	"372"	"2"	"0"
"3"	"372"	"2"	"1"
"1"	"373"	"2"	"1"
"2"	"373"	"2"	"0"
"3"	"373"	"2"	"1"
"1"	"374"	"2"	"0"
"2"	"374"	"2"	"0"
"3"	"374"	"2"	"0"
"1"	"375"	"2"	"0"
"2"	"375"	"2"	"0"
"3"	"375"	"2"	"0"
"1"	"376"	"2"	"1"
"2"	"376"	"2"	"0"
"3"	"376"	"2"	"1"
"1"	"377"	"2"	"1"
"2"	"377"	"2"	"0"
"3"	"377"	"2"	"1"
"1"	"378"	"2"	"0"
"2"	"378"	"2"	"0"
"3"	"378"	"2"	"0"
"1"	"379"	"2"	"1"
"2"	"379"	"2"	"0"
"3"	"379"	"2"	"1"
"1"	"380"	"2"	"1"
"2"	"380"	"2"	"0"
"3"	"380"	"2"	"1"
"1"	"381"	"2"	"1"
"2"	"381"	"2"	"0"
"3"	"381"	"2"	"1"
"1"	"382"	"2"	"1"
"2"	"382"	"2"	"0"
"3"	"382"	"2"	"1"
"1"	"0"	"3"	"0"
"2"	"0"	"3"	"0"
"3"	"0"	"3"	"0"
"1"	"1"	"3"	"0"
"2"	"1"	"3"	"0"
"3"	"1"	"3"	"0"
"1"	"2"	"3"	"0"
"2"	"2"	"3"	"0"
"3"	"2"	"3"	"0"
"1"	"3"	"3"	"1"
"2"	"3"	"3"	"0"
"3"	"3"	"3"	"1"
"1"	"4"	"3"	"1"
"2"	"4"	"3"	"0"
"3"	"4"	"3"	"1"
"1"	"5"	"3"	"1"
"2"	"5"	"3"	"0"
"3"	"5"	"3"	"1"
"1"	"6"	"3"	"0"
"2"	"6"	"3"	"0"
"3"	"6"	"3"	"0"
"1"	"7"	"3"	"0"
"2"	"7"	"3"	"0"
"3"	"7"	"3"	"0"
"1"	"8"	"3"	"0"
"2"	"8"	"3"	"0"
"3"	"8"	"3"	"0"
"1"	"9"	"3"	"1"
"2"	"9"	"3"	"0"
"3"	"9"	"3"	"1"
"1"	"10"	"3"	"1"
"2"	"10"	"3"	"0"
"3"	"10"	"3"	"1"
"1"	"11"	"3"	"1"
"2"	"11"	"3"	"0"
"3"	"11"	"3"	"1"
"1"	"12"	"3"	"1"
"2"	"12"	"3"	"0"
"3"	"12"	"3"	"1"
"1"	"13"	"3"	"1"
"2"	"13"	"3"	"0"
"3"	"13"	"3"	"1"
"1"	"14"	"3"	"1"
"2"	"14"	"3"	"0"
"3"	"14"	"3"	"1"
"1"	"15"	"3"	"0"
"2"	"15"	"3"	"0"
"3"	"15"	"3"	"0"
"1"	"16"	"3"	"1"
"2"	"16"	"3"	"0"
"3"	"16"	"3"	"1"
"1"	"17"	"3"	"1"
"2"	"17"	"3"	"0"
"3"	"17"	"3"	"1"
"1"	"18"	"3"	"0"
"2"	"18"	"3"	"0"
"3"	"18"	"3"	"0"
"1"	"19"	"3"	"1"
"2"	"19"	"3"	"0"
"3"	"19"	"3"	"1"
"1"	"20"	"3"	"1"
"2"	"20"	"3"	"0"
"3"	"20"	"3"	"1"
"1"	"21"	"3"	"1"
"2"	"21"	"3"	"0"
"3"	"21"	"3"	"1"
"1"	"22"	"3"	"1"
"2"	"22"	"3"	"0"
"3"	"22"	"3"	"1"
"1"	"23"	"3"	"1"
"2"	"23"	"3"	"0"
"3"	"23"	"3"	"1"
"1"	"24"	"3"	"1"
"2"	"24"	"3"	"0"
"3"	"24"	"3"	"1"
"1"	"25"	"3"	"1"
"2"	"25"	"3"	"0"
"3"	"25"	"3"	"1"
"1"	"26"	"3"	"1"
"2"	"26"	"3"	"0"
"3"	"26"	"3"	"1"
"1"	"27"	"3"	"1"
"2"	"27"	"3"	"0"
"3"	"27"	"3"	"1"
"1"	"28"	"3"	"0"
"2"	"28"	"3"	"0"
"3"	"28"	"3"	"0"
"1"	"29"	"3"	"0"
"2"	"29"	"3"	"0"
"3"	"29"	"3"	"0"
"1"	"30"	"3"	"1"
"2"	"30"	"3"	"0"
"3"	"30"	"3"	"1"
"1"	"31"	"3"	"1"
"2"	"31"	"3"	"0"
"3"	"31"	"3"	"1"
"1"	"32"	"3"	"1"
"2"	"32"	"3"	"0"
"3"	"32"	"3"	"1"
"1"	"33"	"3"	"1"
"2"	"33"	"3"	"0"
"3"	"33"	"3"	"1"
"1"	"34"	"3"	"NA"
"2"	"34"	"3"	"NA"
"3"	"34"	"3"	"NA"
"1"	"35"	"3"	"1"
"2"	"35"	"3"	"0"
"3"	"35"	"3"	"1"
"1"	"36"	"3"	"1"
"2"	"36"	"3"	"0"
"3"	"36"	"3"	"1"
"1"	"37"	"3"	"1"
"2"	"37"	"3"	"0"
"3"	"37"	"3"	"1"
"1"	"38"	"3"	"1"
"2"	"38"	"3"	"0"
"3"	"38"	"3"	"1"
"1"	"39"	"3"	"1"
"2"	"39"	"3"	"0"
"3"	"39"	"3"	"1"
"1"	"40"	"3"	"1"
"2"	"40"	"3"	"0"
"3"	"40"	"3"	"1"
"1"	"41"	"3"	"1"
"2"	"41"	"3"	"0"
"3"	"41"	"3"	"1"
"1"	"42"	"3"	"1"
"2"	"42"	"3"	"0"
"3"	"42"	"3"	"1"
"1"	"43"	"3"	"1"
"2"	"43"	"3"	"0"
"3"	"43"	"3"	"1"
"1"	"44"	"3"	"1"
"2"	"44"	"3"	"0"
"3"	"44"	"3"	"1"
"1"	"45"	"3"	"0"
"2"	"45"	"3"	"0"
"3"	"45"	"3"	"0"
"1"	"46"	"3"	"0"
"2"	"46"	"3"	"0"
"3"	"46"	"3"	"0"
"1"	"47"	"3"	"0"
"2"	"47"	"3"	"1"
"3"	"47"	"3"	"0"
"1"	"48"	"3"	"1"
"2"	"48"	"3"	"0"
"3"	"48"	"3"	"1"
"1"	"49"	"3"	"0"
"2"	"49"	"3"	"0"
"3"	"49"	"3"	"0"
"1"	"50"	"3"	"0"
"2"	"50"	"3"	"0"
"3"	"50"	"3"	"0"
"1"	"51"	"3"	"0"
"2"	"51"	"3"	"0"
"3"	"51"	"3"	"0"
"1"	"52"	"3"	"0"
"2"	"52"	"3"	"0"
"3"	"52"	"3"	"0"
"1"	"53"	"3"	"0"
"2"	"53"	"3"	"0"
"3"	"53"	"3"	"0"
"1"	"54"	"3"	"1"
"2"	"54"	"3"	"0"
"3"	"54"	"3"	"1"
"1"	"55"	"3"	"0"
"2"	"55"	"3"	"0"
"3"	"55"	"3"	"0"
"1"	"56"	"3"	"0"
"2"	"56"	"3"	"0"
"3"	"56"	"3"	"0"
"1"	"57"	"3"	"1"
"2"	"57"	"3"	"0"
"3"	"57"	"3"	"1"
"1"	"58"	"3"	"1"
"2"	"58"	"3"	"0"
"3"	"58"	"3"	"1"
"1"	"59"	"3"	"0"
"2"	"59"	"3"	"0"
"3"	"59"	"3"	"0"
"1"	"60"	"3"	"1"
"2"	"60"	"3"	"0"
"3"	"60"	"3"	"1"
"1"	"61"	"3"	"0"
"2"	"61"	"3"	"0"
"3"	"61"	"3"	"0"
"1"	"62"	"3"	"1"
"2"	"62"	"3"	"0"
"3"	"62"	"3"	"1"
"1"	"63"	"3"	"1"
"2"	"63"	"3"	"1"
"3"	"63"	"3"	"1"
"1"	"64"	"3"	"0"
"2"	"64"	"3"	"0"
"3"	"64"	"3"	"0"
"1"	"65"	"3"	"NA"
"2"	"65"	"3"	"NA"
"3"	"65"	"3"	"NA"
"1"	"66"	"3"	"1"
"2"	"66"	"3"	"0"
"3"	"66"	"3"	"1"
"1"	"67"	"3"	"1"
"2"	"67"	"3"	"0"
"3"	"67"	"3"	"1"
"1"	"68"	"3"	"1"
"2"	"68"	"3"	"0"
"3"	"68"	"3"	"1"
"1"	"69"	"3"	"0"
"2"	"69"	"3"	"0"
"3"	"69"	"3"	"0"
"1"	"70"	"3"	"0"
"2"	"70"	"3"	"0"
"3"	"70"	"3"	"0"
"1"	"71"	"3"	"1"
"2"	"71"	"3"	"1"
"3"	"71"	"3"	"1"
"1"	"72"	"3"	"NA"
"2"	"72"	"3"	"NA"
"3"	"72"	"3"	"NA"
"1"	"73"	"3"	"0"
"2"	"73"	"3"	"0"
"3"	"73"	"3"	"0"
"1"	"74"	"3"	"1"
"2"	"74"	"3"	"0"
"3"	"74"	"3"	"1"
"1"	"75"	"3"	"1"
"2"	"75"	"3"	"0"
"3"	"75"	"3"	"1"
"1"	"76"	"3"	"0"
"2"	"76"	"3"	"0"
"3"	"76"	"3"	"0"
"1"	"77"	"3"	"1"
"2"	"77"	"3"	"0"
"3"	"77"	"3"	"1"
"1"	"78"	"3"	"0"
"2"	"78"	"3"	"0"
"3"	"78"	"3"	"0"
"1"	"79"	"3"	"1"
"2"	"79"	"3"	"0"
"3"	"79"	"3"	"1"
"1"	"80"	"3"	"1"
"2"	"80"	"3"	"0"
"3"	"80"	"3"	"1"
"1"	"81"	"3"	"1"
"2"	"81"	"3"	"0"
"3"	"81"	"3"	"1"
"1"	"82"	"3"	"0"
"2"	"82"	"3"	"0"
"3"	"82"	"3"	"0"
"1"	"83"	"3"	"1"
"2"	"83"	"3"	"0"
"3"	"83"	"3"	"1"
"1"	"84"	"3"	"1"
"2"	"84"	"3"	"0"
"3"	"84"	"3"	"1"
"1"	"85"	"3"	"1"
"2"	"85"	"3"	"0"
"3"	"85"	"3"	"1"
"1"	"87"	"3"	"1"
"2"	"87"	"3"	"0"
"3"	"87"	"3"	"1"
"1"	"88"	"3"	"1"
"2"	"88"	"3"	"0"
"3"	"88"	"3"	"1"
"1"	"89"	"3"	"NA"
"2"	"89"	"3"	"NA"
"3"	"89"	"3"	"NA"
"1"	"90"	"3"	"0"
"2"	"90"	"3"	"0"
"3"	"90"	"3"	"0"
"1"	"91"	"3"	"0"
"2"	"91"	"3"	"0"
"3"	"91"	"3"	"0"
"1"	"92"	"3"	"0"
"2"	"92"	"3"	"0"
"3"	"92"	"3"	"0"
"1"	"93"	"3"	"1"
"2"	"93"	"3"	"0"
"3"	"93"	"3"	"1"
"1"	"94"	"3"	"NA"
"2"	"94"	"3"	"NA"
"3"	"94"	"3"	"NA"
"1"	"95"	"3"	"1"
"2"	"95"	"3"	"0"
"3"	"95"	"3"	"1"
"1"	"96"	"3"	"1"
"2"	"96"	"3"	"0"
"3"	"96"	"3"	"1"
"1"	"97"	"3"	"1"
"2"	"97"	"3"	"0"
"3"	"97"	"3"	"1"
"1"	"98"	"3"	"NA"
"2"	"98"	"3"	"NA"
"3"	"98"	"3"	"NA"
"1"	"99"	"3"	"0"
"2"	"99"	"3"	"0"
"3"	"99"	"3"	"0"
"1"	"100"	"3"	"1"
"2"	"100"	"3"	"0"
"3"	"100"	"3"	"1"
"1"	"101"	"3"	"0"
"2"	"101"	"3"	"0"
"3"	"101"	"3"	"0"
"1"	"102"	"3"	"1"
"2"	"102"	"3"	"1"
"3"	"102"	"3"	"1"
"1"	"103"	"3"	"0"
"2"	"103"	"3"	"0"
"3"	"103"	"3"	"0"
"1"	"104"	"3"	"0"
"2"	"104"	"3"	"0"
"3"	"104"	"3"	"0"
"1"	"105"	"3"	"0"
"2"	"105"	"3"	"0"
"3"	"105"	"3"	"0"
"1"	"106"	"3"	"1"
"2"	"106"	"3"	"0"
"3"	"106"	"3"	"1"
"1"	"107"	"3"	"0"
"2"	"107"	"3"	"0"
"3"	"107"	"3"	"0"
"1"	"108"	"3"	"0"
"2"	"108"	"3"	"0"
"3"	"108"	"3"	"0"
"1"	"109"	"3"	"1"
"2"	"109"	"3"	"0"
"3"	"109"	"3"	"1"
